date,file,house,bill,state,chamber
Jun-93,jpi_June_1993.pdf,Maharashtra Legislative Council,"The Maharashtra Municipalities (Amendment) Bill, 1993.",Maharashtra,Legislative Council
Jun-93,jpi_June_1993.pdf,Maharashtra Legislative Council,"The Maharashtra Legislature Members’ (Removal of Disqualification) (Amendment), Bill, 1993.",Maharashtra,Legislative Council
Jun-93,jpi_June_1993.pdf,Maharashtra Legislative Council,"The Maharashtra Municipal Corporations (Amendment) Bill, 1993.",Maharashtra,Legislative Council
Jun-93,jpi_June_1993.pdf,Maharashtra Legislative Council,"The Bombay Motor Vehicles (Taxation of Passengers) (Amendment) Bill, 1993.",Maharashtra,Legislative Council
Jun-93,jpi_June_1993.pdf,Maharashtra Legislative Council,"The Maharashtra (Supplementary) Appropriation Bill, 1993.",Maharashtra,Legislative Council
Jun-93,jpi_June_1993.pdf,Maharashtra Legislative Council,"The Maharashtra Appropriation (Vote on Account) Bill, 1993.",Maharashtra,Legislative Council
Jun-93,jpi_June_1993.pdf,Maharashtra Legislative Council,"The Maharashtra Appropriation Bill, 1993.",Maharashtra,Legislative Council
Jun-93,jpi_June_1993.pdf,Maharashtra Legislative Council,"The Maharashtra Tax Laws (Levy and Amendment) Bill, 1993.",Maharashtra,Legislative Council
Jun-93,jpi_June_1993.pdf,Meghalaya Legislative Assembly,"Maghalaya Appropriation (No. 1) Bill, 1993.",Meghalaya,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Meghalaya Legislative Assembly,"Maghalaya Appropriation (Vote on Account) Bill, 1993.",Meghalaya,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Meghalaya Legislative Assembly,"The Indian Stamp (Meghalaya Amendment) Bill, 1993.",Meghalaya,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Meghalaya Legislative Assembly,"The Court Fees (Amendment) Bill, 1993.",Meghalaya,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Meghalaya Legislative Assembly,"The Meghalaya State Housing Board (Amendment) Bill, 1993.",Meghalaya,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Meghalaya Legislative Assembly,"The Maghalaya State Council for Technical Education Bill, 1993.",Meghalaya,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Meghalaya Legislative Assembly,"The Maghalaya Nursing Homes (Licensing and Registration) Bill, 1993.",Meghalaya,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Meghalaya Legislative Assembly,"The Maghalaya Amusement & Betting Tax (Amendment) Bill, 1993.",Meghalaya,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Meghalaya Legislative Assembly,"The Meghalaya Appropriation (No.11) Bill, 1993.",Meghalaya,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Lepers (Punjab Repeal) Bill, 1992.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Panchayat Samitis and Zila Parishads (Temporary Supersession) (Third Amendment) Bill, 1992.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Municipal (Second Amendment) Bill, 1992.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab State Board of Technical Education and Industrial Training Bill, 1992.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Gram Panchayat (Second Amendment) Bill, 1992.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Gram Panchayat (Amendment) Bill, 1992.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Municipal (Amendment) Bill, 1992.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Passengers and Goods Taxation (Amendment) Bill, 1992.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab General Sales Tax (Amendment) Bill, 1992.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab General Tax (Second Amendment) Bill, 1992.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Motor Transport Vehicles (Toil) Bill, 1992.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,The Punjab Motor Vehicles Taxation (Amendment Bill) 1992.,Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Homeopathic Practitioners (Amendment) Bill, 1993.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Cooperative Societies (Amendment) Bill, 1993.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Land Ceiling Laws (Validation of Exercise of Powers) Bill, 1993.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab General Sales Tax (Amendment) Bill, 1993.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The East Punjab Minister’s Salaries (Amendment) Bill, 1993.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The East Punjab War Awards (Amendment) Bill, 1993.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Panchayat Samities and Zila Parishads (Amendment and validation) Bill, 1993.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab State Legislature Members (Pension and Medical Facilities Regulation Amendment) Bill, 1993.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Legislative Assembly (Allowances of Members) (Amendment) Bill, 1993.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Passengers and Goods Taxation (Repeal) Bill, 1993.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Punjab Legislative Assembly,"The Punjab Motor Vehicles Taxation (Amendment) Bill, 1993.",Punjab,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Rajasthan Legislative Assembly,"Flood Plain Zoing Bill, 1990.",Rajasthan,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Rajasthan Legislative Assembly,"The Rajasthan Money Lenders (Amendment) Bill, 1990.",Rajasthan,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Rajasthan Legislative Assembly,"The Code of Criminal Procedure (Rajasthan Amendment) Bill, 1991.",Rajasthan,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Rajasthan Legislative Assembly,"The Rajasthan General Clauses (Amendment) Bill, 1991.",Rajasthan,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Rajasthan Legislative Assembly,"The Indian Penal Code (Rajasthan Amendment) Bill, 1991.",Rajasthan,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Rajasthan Legislative Assembly,"The Rajasthan Tenancy (Amendment) Bill, 1992.",Rajasthan,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Rajasthan Legislative Assembly,"The Motor Vehicles (Rajasthan Amendment) Bill, 1992.",Rajasthan,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Co-operative Societies (Appointment of Special Officers) Amendment Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Agricultural Produce Marketing (Regulation) Amendment Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Co-operative Societies (Appointment of Special Officers) Amendment Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Legislature (Prevention of Disqualification) Amendment Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Appropriation (Vote on Account) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Appropriation Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Payment of Salaries (Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Dr. M.G.R. Medical University, Madras (Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Contingency Fund (Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Entertainment Tax (Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Madras University and the Madurai Kamaraj University (Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Special Security Group Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Co-operative Societies (Appointment of Special Officers) Second Amendment Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Agricultural Income Tax (Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Additional Sales Tax (Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Criminal Laws (Tamil Nadu Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Appropriation (No.2) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Motor Vehicles Taxation (Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Motor Vehicles Taxation (Second Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Parambikulam Aliyar Project (Regulation of Water Supply) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Prohibition (Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Hindu Religious and Charitable Endowments (Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Religious and Charitable Endowments (Second Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu General Sales Tax (Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu General Sales Tax (Second Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu General Sales Tax (Third Amendment) Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Manual Workers (Regulation of Employment and Conditions of Work) Amendment Bill, 1993.",Tamil Nadu,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tripura Legislative Assembly,"The Tripura Professions, Trades, Callings & Employments Taxation (Fourth Amendment) Bill, 1993",Tripura,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tripura Legislative Assembly,"Tripura Appropriation No (2) Bill, 1993",Tripura,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Tripura Legislative Assembly,"The Tripura Appropriation (Vote on Account) Bill, 1993.",Tripura,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Assembly,"The Uttar Pradesh Sales Tax (Second Amendment) Bill, 1992",Uttar Pradesh,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Assembly,"The Uttar Pradesh Land Revenue (Amendment) Bill, 1992",Uttar Pradesh,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Assembly,"The Uttar Pradesh Secondary Education Services Commission and Selection Boards (Second Amendment) Bill, 1992",Uttar Pradesh,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Assembly,"The Uttar Pradesh Basic Education (Amendment) Bill, 1992",Uttar Pradesh,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Assembly,"The Uttar Pradesh Sales Tax (Third Amendment) Bill, 1992",Uttar Pradesh,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Assembly,"The Uttar Pradesh Cooperative Societies and Panchayats Audit Bill, 1992",Uttar Pradesh,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Assembly,"The Uttar Pradesh Appropriation (Supplementary for 1992-93) Bill, 1992",Uttar Pradesh,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Assembly,"The Uttar Pradesh Higher Education (Second Amendment) Bill, 1992",Uttar Pradesh,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Assembly,"The Uttar Pradesh Public Examinations (Prevention of Unfair Means) Bill, 1992.",Uttar Pradesh,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Council,"The U.P. Sales Tax (Second Amendment) Bill, 1992.",Uttar Pradesh,Legislative Council
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Council,"The U.P. Appropriation (Supplementary 1992-93) Bill, 1992.",Uttar Pradesh,Legislative Council
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Council,"The U.P. Public Examination (Prevention of Unfair Means) Bill, 1992.",Uttar Pradesh,Legislative Council
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Council,"The U.P. Secondary Education Services Commission and Selection Boards (Second Amendment) Bill, 1992.",Uttar Pradesh,Legislative Council
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Council,"The U.P. Basic Education (Amendment) Bill, 1992.",Uttar Pradesh,Legislative Council
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Council,"The U.P. Land Revenue (Amendment) Bill, 1992.",Uttar Pradesh,Legislative Council
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Council,"The U.P. Sales Tax (Third Amendment) Bill, 1992.",Uttar Pradesh,Legislative Council
Jun-93,jpi_June_1993.pdf,Uttar Pradesh Legislative Council,"The U.P. Cooperative Societies and Panchayats Audit Bill, 1992.",Uttar Pradesh,Legislative Council
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Estate Acquisition (Amendment) Bill, 1992.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The Hooghly River Bridge (Amendment) Bill, 1992.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Co-operative Societies (Amendment) Bill, 1992.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The India Belting and Cotton Mills Limited (Acquisition and Transfer of Undertakings) Bill, 1992.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Town and Country (Planning and Development) (Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The West Bengal College Service Commission (Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Marine Fishing Regulation Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The North Bengal University (Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The Calcutta Municipal Corporation (Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Commission for Backward Classes Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The Ganges Printing Ink Factory (Acquisition and Transfer of Assets) Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Taxation Laws (Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Finance Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Duty on Inter-State River Valley Authority Electricity (Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Appropriation Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Appropriation (Vote on Account) Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Building (Regulation of Promotion of Construction and Transfer by Promoters) Bill, 1993.",West Bengal,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Pondicherry Legislative Assembly,"The Pondicherry Central Sales Tax (Third Amendment) Bill, 1992.",Puducherry,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Pondicherry Legislative Assembly,"The Appropriation Bill, 1993.",Puducherry,Legislative Assembly
Jun-93,jpi_June_1993.pdf,Pondicherry Legislative Assembly,"The Appropriation (Vote on Account) Bill, 1993.",Puducherry,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Karnataka Fishing Harbour Terminal Authority (Amendment) Bill, 1993",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,The Hyderabad-Karnataka Area Development Board (Amendment) Bill 1993.,Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Karnataka Ligts (Amendment) Bill, 1993",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Karnataka Urban Water Supply and Drainage Board (Amendment) Bill, 1993",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Karnataka Land Revenue (Amendment) Bill, 1993.",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Karnataka Zilla Parishads, Taluk Panchayats Samithies, Mandal Panchayats and Nyaya Panchayats (Amendment) Bill, 1993.",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Karnataka Motor Vehicles Taxation (Amendment) Bill, 1993.",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Karnataka Taxation Laws (Amendment) Bill, 1993.",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Maland Area Development Board (Amendment) Bill, 1993.",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Karnataka Advocate Welfare Board (Amendment) Bill, 1993.",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Karnataka Appropriation (No. 2) Bill, 1993.",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Karnataka Appropriation (No. 3) Bill, 1993.",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Karnataka Panchayat Raj Bill, 1993.",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Karnataka Legislative Assembly,"The Renuka Yellamma Devasthana (Administration) (Amendment) Bill, 1993.",Karnataka,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Meghalaya Legislative Assembly,"Meghalaya Appropriation (No.1) Bill, 1993.",Meghalaya,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Meghalaya Legislative Assembly,"Meghalaya Appropriation (Vote on Account) Bill, 1993.",Meghalaya,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Meghalaya Legislative Assembly,"The Indian Stamp (Meghalaya Amendment) Bill, 1993.",Meghalaya,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Meghalaya Legislative Assembly,"The Court Fees (Amendment) Bill, 1993.",Meghalaya,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Meghalaya Legislative Assembly,"The Meghalaya State Housing Board (Amendment) Bill,1993.",Meghalaya,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Meghalaya Legislative Assembly,"The Meghalaya State Council for Technical Education Bill,1993.",Meghalaya,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Meghalaya Legislative Assembly,"The Meghalaya Nursing Homes (Licensing and Registration) Bill, 1993.",Meghalaya,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Meghalaya Legislative Assembly,"The Meghalaya Amusement and Betting Tax (Amendment) Bill, 1993.",Meghalaya,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Meghalaya Legislative Assembly,"The Meghalaya Appropriation (No. 11) Bill, 1993.",Meghalaya,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The Calcutta Municiple Corporation (Second Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Public Libraries (Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The Burdwan University (Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The Bengal Natural History Society (Acquisition of the Natural History Museum) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The Land Acquisition (West Bengal Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The Calcutta Thika Tenancy (Acquisition and Regulation) (Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The Payment of Gratuity (West Bengal Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The Payment of Wages (West Bengal Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The Indian Partnership (West Bengal Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Government Land (Regulation of Transfer) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Central Valuation Board (Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Housing Board (Amendment) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Appropriation (No. 2) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Appropriation (Excess Expenditure, 1982-83, 1983-84, 1984-85) Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,West Bengal Legislative Assembly,"The West Bengal Municipal, Bill, 1993.",West Bengal,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Pondicherry Legislative Assembly,"The Pondicherry Non-Agricultural Kudiyiruppudars (Stay of Eviction Procceedings) Amendment Bill, 1993.",Puducherry,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Pondicherry Legislative Assembly,"The Pondicherry General Sales Tax (Second Amendment) Bill, 1993.",Puducherry,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Pondicherry Legislative Assembly,"The Indian Stamp (Pondicherry Amendment Bill, 1993.",Puducherry,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Pondicherry Legislative Assembly,"The Pondicherry Motor Vehicles Taxation (Amendment) Bill, 1993.",Puducherry,Legislative Assembly
Sep-93,jpi_September_1993.pdf,Pondicherry Legislative Assembly,"The Appropriation (No. II) Bill, 1993.",Puducherry,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh Civil Courts (Amendment) Bill, 1992.",Andhra Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Andhra Pradesh Legislative Assembly,"The Code of Criminal Procedure (Andhra Pradesh Amendment) Bill, 1993.",Andhra Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh Commission for Backward Classes Bill, 1993.",Andhra Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh General Sales Tax (Amendment) Bill, 1993.",Andhra Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh (Telangana Area) Abolition of Inams (Amendment) Bill, 1993.",Andhra Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh (Regulation of Wholesale Trade and Distribution and Retail Trade in Indian Liquor, Foreign Liquor, Wine and Beer) Bill, 1993.",Andhra Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh University Acts (Amendment) Bill, 1993.",Andhra Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh Universities (Second Amendment) Bill, 1993.",Andhra Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh Education (Amendment) Bill, 1993.",Andhra Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Arunachal Pradesh Legislative Assembly,"The Arunachal Pradesh Excise (Amendment) Bill, 1993.",Arunachal Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Arunachal Pradesh Legislative Assembly,"The Arunachal Pradesh Motor Vehicles Taxation (Amendment) Bill, 1993.",Arunachal Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Arunachal Pradesh Legislative Assembly,"The Essential Services Maintenance (Arunachal Pradesh) Bill, 1993.",Arunachal Pradesh,Legislative Assembly
